Current projects as at 31 March 2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Unique HMT Project ID,Project Name,Department,Procuring Authority,Sector,Region,Project Status,Date of OJEU,Date of Prefered Bidder,Date of Financial Close,Date of Construction Completion,First Date of Operations,Operational Period of Contract (years),On/Off Balance Sheet under IFRS,On/Off Balance Sheet under ESA ,On/Off Balance Sheet under UK GAAP,Capital Value (£m),Unitary Charge Payment 1992-93 (£m),Unitary Charge Payment 1993-94 (£m),Unitary Charge Payment 1994-95 (£m),Unitary Charge Payment 1995-96 (£m),Unitary Charge Payment 1996-97 (£m),Unitary Charge Payment 1997-98 (£m),Unitary Charge Payment 1998-99 (£m),Unitary Charge Payment 1999-00 (£m),Unitary Charge Payment 2000-01 (£m),Unitary Charge Payment 2001-02 (£m),Unitary Charge Payment 2002-03 (£m),Unitary Charge Payment 2003-04 (£m),Unitary Charge Payment 2004-05 (£m),Unitary Charge Payment 2005-06 (£m),Unitary Charge Payment 2006-07 (£m),Unitary Charge Payment 2007-08 (£m),Unitary Charge Payment 2008-09 (£m),Unitary Charge Payment 2009-10 (£m),Unitary Charge Payment 2010-11 (£m),Unitary Charge Payment 2011-12 (£m),Unitary Charge Payment 2012-13 (£m),Unitary Charge Payment 2013-14 (£m),Unitary Charge Payment 2014-15 (£m), Unitary Charge Payment 2015-16 (£m),Estimated Unitary Charge Payment 2016-17 (£m),Estimated Unitary Charge Payment 2017-18 (£m),Estimated Unitary Charge Payment 2018-19 (£m),Estimated Unitary Charge Payment 2019-20 (£m),Estimated Unitary Charge Payment 2020-21 (£m),Estimated Unitary Charge Payment 2021-22 (£m),Estimated Unitary Charge Payment 2022-23 (£m),Estimated Unitary Charge Payment 2023-24 (£m),Estimated Unitary Charge Payment 2024-25 (£m),Estimated Unitary Charge Payment 2025-26 (£m),Estimated Unitary Charge Payment 2026-27 (£m),Estimated Unitary Charge Payment 2027-28 (£m),Estimated Unitary Charge Payment 2028-29 (£m),Estimated Unitary Charge Payment 2029-30 (£m),Estimated Unitary Charge Payment 2030-31 (£m),Estimated Unitary Charge Payment 2031-32 (£m),Estimated Unitary Charge Payment 2032-33 (£m),Estimated Unitary Charge Payment 2033-34 (£m),Estimated Unitary Charge Payment 2034-35 (£m),Estimated Unitary Charge Payment 2035-36 (£m),Estimated Unitary Charge Payment 2036-37 (£m),Estimated Unitary Charge Payment 2037-38 (£m),Estimated Unitary Charge Payment 2038-39 (£m),Estimated Unitary Charge Payment 2039-40 (£m),Estimated Unitary Charge Payment 2040-41 (£m),Estimated Unitary Charge Payment 2041-42 (£m),Estimated Unitary Charge Payment 2042-43 (£m),Estimated Unitary Charge Payment 2043-44 (£m),Estimated Unitary Charge Payment 2044-45 (£m),Estimated Unitary Charge Payment 2045-46 (£m),Estimated Unitary Charge Payment 2046-47 (£m),Estimated Unitary Charge Payment 2047-48 (£m),Estimated Unitary Charge Payment 2048-49 (£m),Estimated Unitary Charge Payment 2049-50 (£m),Estimated Unitary Charge Payment 2050-51 (£m),Estimated Unitary Charge Payment 2051-52 (£m),Estimated Unitary Charge Payment 2052-53 (£m),Estimated Unitary Charge Payment 2053-54 (£m),Estimated Unitary Charge Payment 2054-55 (£m),Estimated Unitary Charge Payment 2055-56 (£m),Estimated Unitary Charge Payment 2056-57 (£m),Estimated Unitary Charge Payment 2057-58 (£m),Estimated Unitary Charge Payment 2058-59 (£m),Estimated Unitary Charge Payment 2059-60 (£m),Equity Holder 1: Name,Equity Holder 1: Equity Share (%),Equity Holder 2: Name,Equity Holder 2: Equity Share (%),Equity Holder 3: Name,Equity Holder 3: Equity Share (%),Equity Holder 4: Name,Equity Holder 4: Equity Share (%),Equity Holder 5: Name,Equity Holder 5: Equity Share (%),Equity Holder 6: Name,Equity Holder 6: Equity Share (%) ,SPV Name,SPV Company Number,SPV Address
628,Council offices,Welsh Assembly Government ,Denbighshire,Other,WALES,InOperation,25-06-1998,Data not provided,03-10-2002,16-05-2004,17-05-2004,25,ON,Data not provided,OFF,12.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9,2.2,2.2,2.2,2.3,2.3,2.3,2.4,2.5,2.5,2.5,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NYOP Ruthin Ltd,100.0,,,,,,,,,,,Neptune PFI (Ruthin ) LTD,0,"Monteith House, Station Road"
629,Lloyd George Avenue & Callaghan Square,Welsh Assembly Government ,WELSH ASSEMBLY GOVERNMENT,Roads and Highway Maintenance,WALES,InOperation,Data not provided,Data not provided,09-07-1999,18-12-2000,19-12-2000,25,ON,Data not provided,OFF,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9,5.1,5.9,5.8,6.0,6.2,6.4,6.7,6.9,6.9,7.2,7.6,7.8,8.1,8.2,8.3,8.5,8.6,8.8,9.0,9.2,9.4,9.5,9.7,9.9,7.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Vinci Pensions Ltd,100.0,,,,,,,,,,,Citylink (Cardiff) Ltd,3550482,"Astral House,Imperial Way,Watford, Herts. WD24 4WW"
630,Chepstow Community Hopsital,Welsh Assembly Government ,Aneurin Bevan Local Health Board,Hospitals and Acute Health,WALES,InOperation,16-11-1995,Data not provided,13-02-1998,01-02-2000,01-02-2000,25,ON,OFF,OFF,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7,1.7,1.7,1.7,1.8,1.8,1.9,1.9,2.0,1.8,1.8,1.9,1.9,2.0,2.0,1.9,1.8,1.9,2.0,2.0,2.1,2.1,2.2,2.3,2.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Anavon Ltd,100.0,,,,,,,,,,,Kintra LTD,3403304,"5th Floor, 100Wood Street, London, EC2V 7EX"
631,Day Surgery Unit Nevill Hall Hospital,Welsh Assembly Government ,Aneurin Bevan Local Health Board,Hospitals and Acute Health,WALES,InOperation,07-06-1995,Data not provided,19-05-1998,30-06-1999,01-07-1999,25,ON,OFF,ON,6.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.6,0.6,0.6,0.6,0.7,0.7,0.7,0.7,0.7,0.7,0.8,0.8,0.8,0.8,0.7,0.7,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Chiltern Securities Ltd,100.0,,,,,,,,,,,Abergavenny Facilities LTD,3490223,"Third Floor Broad Quay House, Prince Street, Bristol, BS1 4DJ"
632,Energy Management Nevill Hall Hospital,Welsh Assembly Government ,Aneurin Bevan Local Health Board,Hospitals and Acute Health,WALES,InOperation,19-07-1999,Data not provided,01-12-2000,Data not provided,18-12-2001,25,OFF,OFF,OFF,3.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.4,0.4,0.4,0.4,0.5,0.5,0.6,0.6,0.6,0.7,0.7,0.7,0.7,0.8,0.8,0.8,0.8,0.8,0.8,0.9,0.9,0.9,0.9,0.9,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Honeywell Control Systems Ltd,100.0,,,,,,,,,,,Honeywell Control Systems Ltd,217803,"Honeywell House, Arlington Business Park, Bracknell, RG12 1EB"
633,Energy Management Royal Gwent/St Woolos Hospitals,Welsh Assembly Government ,Aneurin Bevan Local Health Board,Hospitals and Acute Health,WALES,InOperation,10-12-1997,Data not provided,16-10-1998,Data not provided,01-11-1999,20,OFF,OFF,OFF,5.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.5,0.5,0.5,0.6,0.6,0.6,0.6,0.7,0.7,0.7,0.8,0.8,0.9,0.9,0.6,0.4,0.5,0.5,0.5,0.5,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Honeywell Control Systems Ltd,100.0,,,,,,,,,,,Honeywell Control Systems Ltd,217803,"Honeywell House, Arlington Business Park, Bracknell, RG12 1EB"
634,Monnow Court,Welsh Assembly Government ,Aneurin Bevan Local Health Board,Hospitals and Acute Health,WALES,InOperation,31-03-2003,21-12-2004,21-12-2004,06-04-2006,06-04-2006,30,ON,OFF,OFF,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.6,0.6,0.6,0.6,0.6,0.7,0.7,0.7,0.7,0.7,0.7,0.8,0.8,0.8,0.8,0.8,0.9,0.9,0.9,0.9,0.9,1.0,1.0,1.0,1.0,1.1,1.1,1.1,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Chiltern Securities Ltd,100.0,,,,,,,,,,,Monmouth Facilities Ltd,5188163,"Third Floor Broad Quay House, Prince Street, Bristol, BS1 4DJ"
635,Glan Usk Primary School (Previously known as Durham Road),Welsh Assembly Government ,Newport,Schools (Non-BSF),WALES,InOperation,09-02-2001,Data not provided,01-03-2008,28-02-2005,01-03-2005,25,ON,Data not provided,OFF,17.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,1.9,1.9,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.1,2.1,2.1,2.1,2.2,2.2,2.2,2.3,2.3,2.3,2.4,2.4,2.4,2.5,1.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Vinci Pensions Limited,100.0,,,,,,,,,,,Morgan Vinci Ltd,4229044,Imperial Way Watford
636,Newport Southern Distributor Road,Welsh Assembly Government ,Newport,Roads and Highway Maintenance,WALES,InOperation,28-05-1999,Data not provided,29-03-2002,30-11-2009,01-12-2009,38,ON,Data not provided,OFF,57.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.5,5.4,9.4,5.9,5.6,6.2,6.3,6.4,6.2,6.5,6.1,6.7,6.8,6.9,7.0,7.1,7.2,7.3,7.4,7.5,7.7,7.8,7.9,8.0,8.1,8.2,8.4,8.5,8.6,8.7,8.9,8.5,8.6,8.7,8.9,9.0,8.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Morgan Sindall Investments Limited,50.0,Innisfree,50.0,,,,,,,,,Vinci Construction UK,2295904,Imperial Way Watford
637,Energy Management Prince Charles Hospital,Welsh Assembly Government ,Cwm Taf Health Board,Hospitals and Acute Health,WALES,InOperation,Data not provided,Data not provided,01-03-2004,Data not provided,01-04-2004,25,ON,Data not provided,OFF,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.4,0.4,0.4,0.4,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Dalkia,100.0,,,,,,,,,,,Dalkia Utilities,2585759,"210 Pentonville Road, London N1 9JY"
638,Pembroke Dock primary school,Welsh Assembly Government ,Pembrokeshire,Schools (Non-BSF),WALES,InOperation,27-05-1998,Data not provided,02-06-2000,01-09-2001,01-09-2001,30,ON,ON,ON,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,1.4,1.4,1.4,1.5,1.5,1.5,1.8,1.8,1.8,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.7,1.7,1.7,1.7,1.8,1.8,1.8,1.8,1.8,1.9,1.9,1.9,1.9,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Equitix Healthcare Limited,100.0,,,,,,,,,,,KMC (Pembroke) Ltd.,3854193,"C/O AMS Ltd, 3rd Floor, Charles St., Cardiff, CF10 2GE"
639,Staff Residences Royal Glamorgan Hospital,Welsh Assembly Government ,Cwm Taf Health Board,Hospitals and Acute Health,WALES,InOperation,Data not provided,Data not provided,01-09-1998,Data not provided,01-10-1998,30,ON,Data not provided,OFF,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Fairlake Properties Ltd,100.0,,,,,,,,,,,Fairlake Properties,1577050,"Exchange House, High Street, Newport, Gwent NP20 1AA"
640,Garth Olwg Lifelong Learning Centre,Welsh Assembly Government ,Rhondda Cynon Taf,Other,WALES,InOperation,04-12-2000,Data not provided,31-03-2004,21-08-2006,21-08-2006,25,ON,Data not provided,ON,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,2.8,4.0,4.1,4.1,4.2,4.3,4.4,3.7,4.1,4.5,4.5,4.6,4.7,4.7,4.8,4.8,4.9,5.0,5.0,5.1,5.2,5.3,5.3,5.4,2.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Barclays Bank PLC,100.0,,,,,,,,,,,2003 School Services Limited,4507423,"2nd Floor, 11 Thistle Street, Edinburgh.  EH2 1DF"
641,A55 Llandegai to Holyhead DBFO Project,Welsh Assembly Government ,WELSH ASSEMBLY GOVERNMENT,Roads and Highway Maintenance,WALES,InOperation,17-06-1997,01-10-1998,01-12-1998,31-03-2001,01-04-2001,30,ON,Data not provided,OFF,227.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.9,16.8,14.3,15.9,15.5,15.3,16.5,17.1,15.1,16.3,16.2,17.2,17.0,17.3,16.9,20.0,22.0,22.0,20.0,18.0,20.0,22.0,20.0,19.0,11.0,12.0,15.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,UK Highways A55 Holdings Ltd,100.0,,,,,,,,,,,UK Highways A55 Ltd,3600964,"Carillion House, 84 Salop Street, Wolverhampton, West Midlands WV3 0SR"
642,Waste management,Welsh Assembly Government ,Wrexham,Waste,WALES,InOperation,12-04-1997,Data not provided,01-05-2007,28-09-2009,01-04-2008,29,ON,Data not provided,OFF,53.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.1,7.4,7.7,10.8,12.0,12.5,14.8,14.3,14.6,14.9,15.3,15.6,15.9,16.3,16.6,16.9,17.2,17.6,18.0,18.5,18.9,19.3,19.8,19.2,18.6,17.2,17.6,18.1,18.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Fomento de Construcciones y Contratas, S.A.",100.0,,,,,,,,,,,FCC Wrexham PFI Limited & FCC Wrexham PFI (Phase II) Limited,5572555 - 8164693,"Ground Floor West, 900 Pavilion Drive, Northampton Business Park, Northampton NN4 7RG"
643,Staffordshire - Improving our Fire Stations,Home Office ,Staffordshire Fire and Rescue Service,Emergency Services,ENGLAND_West Midlands,InOperation,28-06-2007,01-11-2008,15-10-2009,01-04-2014,01-04-2014,27,ON,OFF,Data not provided,36.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,4.3,5.4,5.5,5.5,5.5,5.5,5.5,5.6,5.6,5.7,5.7,5.7,5.8,5.9,5.9,6.0,6.0,6.1,6.1,6.2,6.3,6.3,6.4,6.5,6.5,3.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BBPI (Bilfinger Berger Project Investments,85.0,Nord/LB (NORDDEUTSCHE LANDESBANK GIROZENTRALE),15.0,,,,,,,,,Bilfinger Project Investments Europe,7016905,"Braywick Gate, Braywick Road, Maidenhead, Berkshire SL6 1DA"
644,Relocation of acute services onto single site at Southmead,Department of Health ,North Bristol NHS Trust,Hospitals and Acute Health,ENGLAND_South West,InConstruction,15-05-2007,Data not provided,25-02-2010,26-03-2014,27-03-2014,32,ON,OFF,OFF,430.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.4,46.9,48.5,49.4,50.2,48.8,50.0,51.3,52.6,53.9,55.2,56.6,58.0,59.5,61.0,62.5,64.1,65.7,67.3,69.0,70.7,72.5,74.3,76.1,78.0,80.0,82.0,84.0,86.1,88.3,90.5,46.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Infrastructure Investments (Health) Limited,50.0,Aberdeen Asset Management,50.0,,,,,,,,,The Hospital Company (Southmead) Limited,7080009,"""Carillion House"
645,South Tyneside & Gateshead (STaG) - Building Schools for the Future Phase 1,Department for Education,South Tyneside,Schools (BSF),ENGLAND_North East,InOperation,01-07-2006,24-09-2007,21-12-2007,25-12-2008,25-12-2009,25,Data not provided,Data not provided,Data not provided,27.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3,3.0,3.1,3.2,3.2,3.2,3.2,3.3,3.3,3.3,3.4,3.4,3.4,3.5,3.5,3.5,3.6,3.6,3.7,3.7,3.8,3.8,3.8,3.9,3.9,2.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Carillion,40.0,Royal BaData not provided  of Scotland,40.0,Amber Infrastructure,15.0,South Tyneside Council,4.0,Gateshead Council,1.0,,,Inspiredspaces STaG (ProjectCo1) Ltd,6436114,2 London Bridge
646,Enniskillen Hospital,Northern Ireland Executive,Western Health and Social Care Trust,Hospitals and Acute Health,NORTHERN IRELAND,InOperation,07-07-2006,18-09-2008,20-05-2009,19-05-2012,01-06-2012,30,ON,OFF,ON,223.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,16.7,17.1,17.3,17.5,18.0,18.4,18.9,19.3,19.8,20.3,20.8,21.3,21.9,22.4,23.0,23.6,24.1,24.7,25.4,26.0,26.6,27.3,28.0,28.7,29.4,30.1,30.9,31.7,32.5,4.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,European Healthcare Projects (Infrared),39.0,Interserve PFI Holdings Ltd,36.5,Allied Irish Banks PLC,24.5,,,,,,,NIHG Ltd (Hold Co from Project Agreement),NI072131,"c/o Tughans, Marlborough House, 30 Victoria St, Belfast, BT1 3GG"
647,Worcester Library and History Centre,"Department for Culture, Media and Sport ",Worcestershire,Libraries,ENGLAND_West Midlands,InOperation,01-12-2006,01-04-2009,29-01-2010,29-01-2012,29-01-2012,25,ON,OFF,OFF,43.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,5.1,5.2,5.2,5.4,5.4,5.4,5.5,5.5,5.6,5.7,5.7,5.8,5.8,5.9,6.0,6.0,6.1,6.2,6.2,6.3,6.4,6.5,6.5,6.6,5.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Dutch Infrastructure Fund (DIF),100.0,,,,,,,,,,,WLHC Projectco Ltd,7052846,PO Box 17452
648,Surrey Street Lighting,Department for Transport ,Surrey,Street Lighting,ENGLAND_South East,InOperation,01-02-2005,01-07-2009,27-11-2009,01-04-2014,01-03-2010,25,ON,OFF,OFF,76.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,6.6,7.6,8.7,9.7,10.4,10.8,10.9,11.0,11.1,11.2,11.3,11.4,11.5,11.6,11.7,11.8,11.9,12.0,12.1,12.2,12.3,12.4,12.5,12.6,11.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Skanska TAN,50.0,John Laing Infrastructure Fund,50.0,,,,,,,,,Surrey Lighting Services,700467,"1 Kingsway, London WC2B 6AN"
649,Cambridgeshire Street Lighting,Department for Transport ,Cambridgeshire,Street Lighting,National/More than one region,InOperation,01-01-2007,05-07-2010,19-04-2011,01-07-2016,01-07-2011,25,ON,OFF,OFF,57.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6,5.1,5.8,6.5,6.6,7.5,7.8,7.9,8.0,8.0,8.2,8.2,8.3,8.4,8.5,8.6,8.7,8.8,8.9,9.0,9.2,9.3,9.4,9.5,9.6,2.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Balfour Beatty Living Places,100.0,,,,,,,,,,,Connect Roads Cambridgeshire,7372690,"350 Euston Road, Regent's Place, London, NW1 3AX"
651,Bulwell JSC (LIFT project),Department for Communities and Local Government,Nottingham,Offices,ENGLAND_East Midlands,InOperation,Data not provided,Data not provided,05-03-2010,30-11-2011,04-11-2011,25,ON,OFF,OFF,24.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,1.5,1.5,1.6,1.6,1.6,1.6,1.7,1.7,1.8,1.8,1.9,1.9,2.0,2.0,2.0,2.1,2.2,2.2,2.3,2.3,2.4,2.4,2.5,2.6,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Community Solutions Ltd,60.0,Community Health Partnerships (formerly Partnerships for Health),20.0,Nottingham City Council,11.0,NHS Nottingham City,9.0,,,,,Greater Nottingham LIFT Project Company (No2) Ltd,4729043,"Unit H6, Ash Tree Court,Nottingham Business Park,Mellors Way, Nottingham NG8 6PY"
652,Hoyland & Darton Joint Service Centre (LIFT project),Department for Communities and Local Government,Barnsley,Offices,ENGLAND_Yorkshire and the Humber,InOperation,Data not provided,Data not provided,30-04-2010,01-09-2011,01-09-2011,26,ON,OFF,Data not provided,6.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Community Solutions for Primary Care (Holdings) Ltd,60.0,Community Health Partnerships (formerly Partnerships for Health),30.0,Barnsley Metropolitan Borough Council,10.0,,,,,,,Barnsley Community Solutions (Tranche 3) Limited,7049771,46 Charles Street
653,Derby Round 3 Non HRA,Department for Communities and Local Government,Derby,Housing (Non-HRA),ENGLAND_East Midlands,InConstruction,01-04-2006,03-08-2012,07-09-2012,15-02-2016,01-06-2013,31,ON,OFF,OFF,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,1.1,1.2,1.3,1.3,1.3,1.3,1.3,1.3,1.3,1.3,1.3,1.3,1.3,1.3,1.3,1.3,1.3,1.3,1.3,1.3,1.3,1.3,1.3,1.3,1.3,1.3,1.3,1.3,1.3,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,The Riverside Group,100.0,,,,,,,,,,,The Riverside Group,30938R,"2 Estuary Boulevard, Estuary Commerce Park, Liverpool. L24 8RF"
